ORD; AÑO ; MES ; DÍA ; DIA DE LA SEMANA ;HORA; ETAPA DEL DÍA ; ZONA ; BLOQUE ; CAMPO ; LOCACIÓN ; INSTALACIÓN O ÁREA ; LON ; LAT ; FUENTES GENERADORAS DE RIESGO ; TIPO ;CONSECUENCIA;OBJETOS;CANTIDAD;UNIDAD;MONTO;SEVERIDAD / IMPACTO;"DEPARTAMENTO
CUSTODIO DEL BIEN";NÚMERO DE INFORME DE VERIFICACIÓN;INFORME DEL ÁREA USUARIA?;NUMERO DE DENUNCIA O ACTO URGENTE;ESTADO DEL PROCESO;PROCESADOS;;LOCACIÓN TIENE SERVICIO DE VIGILANCIA FIJA?;LOCACIÓN TIENE CÁMARA DE VIDEO SEGURIDAD?;LOCACIÓN TIENE CERRAMIENTO?;LOCACIÓN TIENE ILUMINACIÓN?;LA CONTRATISTA REPONE EL VALOR DE LA PÉRDIDA?;SEGURO DE PETROAMAZONAS REPONE EL VALOR DE LA PÉRDIDA?;EXISTIÓ RECOMENDACIÓN DE SEGURIDAD QUE PUDO EVITAR EL EVENTO?;RECOMENDACIONES PARA DISMINUIR EL RIESGO DE REPETICIÓN;;;;;;;;;;;;;;;;;;;;;;;;;;;AÑO;MES;DIA;DIA DE LA SEMANA;HORA;ETAPA;ZONA;BLOQUE;Campo;LOCACIÓN;FUENTE;TIPO;CONSECUENCIA;;UNIDAD;SEVERIDAD;DEPARTAMENTO;INFORME DE ÁREA USUARIA;ESTADO DEL PROCESO;;SENTENCIADOS;;;;;;;;;;;;;;;;;;;;
216;2024;JUL;18;JUEVES;8:00 AM;MAÑANA;ZOCE;B57 - SHS;CENTRO;B57 - SHS - WELL PAD SHSK 106;ÁREA DE EQUIPOS DE SUPERFICIE; 985.629,71 ; 9.974.677,31 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;CABLES;259,68;PIES (FT.); $3.280,75 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);INCIDENTE 34;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;;SI;"Incrementar la colocación de luminarias en las áreas sensibles. (Internas y externas)
Realizar el completamiento de la barrera de protección perimetral en la plataforma.
Instalar una cámara de video seguridad y demás dispositivos de seguridad electrónica
Colocar candados en las puertas del área de los equipos de superficie y arreglar la malla cortada. ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;2024;JUL;19;VIERNES;3:00 AM;MADRUGADA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSS-107;ÁREA DE EQUIPOS DE SUPERFICIE; 986.577,66 ; 9.987.739,25 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;CABLES;95,15;PIES (FT.); $13.164,03 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;MANTENIMIENTO (MNT);INCIDENTES 31;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Realizar el arreglo de la abertura en la malla de las facilidades para la protección de los equipos de superficie.  
Colocar cadena y candado en la puerta de los equipos de superficie.
Colocar refuerzo (protección) en el variador y transformador.
Colocar refuerzos (protección) en los cables que van del variador a los transformadores
Colocar luminarias en el área de los equipos de superficie.
Presentar la denuncia con legal.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-42 PAD-F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;2024;AGO;1;JUEVES;2:00 AM;MADRUGADA;ZOCE;B57 - SHS;DRAGO;B57 - SHS - DRRD;ÁREA DE EQUIPOS DE SUPERFICIE; 973.163,75 ; 9.982.635,81 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;4094,51;PIES (FT.); $612.997,93 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);INCIDENTE 33;SI;;ABIERTO;;NO;NO;NO;SI;SI;NO;;SI;"Instalación de por lo menos dos cámaras de video seguridad.
Habilitación de sistemas adicionales de alerta temprana como botones de pánico.
Colocar protecciones mecánicas en los equipos de superficie.
Encamisar los cables eléctricos de todos los pozos de la locación DDRD.
Habilitación del sistema SCADA para los pozos del DDRD.
Reparar el corte de malla de la barrera perimetral.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;2024;AGO;22;JUEVES;4:00 AM;MADRUGADA;ZOCE;B57 - SHS;CENTRO;B57 - SHS - SHSE 89;ÁREA DE EQUIPOS DE SUPERFICIE; 984.113,17 ; 9.977.248,19 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;CABLES;29,52;PIES (FT.);$2.007,66 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;N/A;SI;Colocar protecciones metálicas (Encamisado con tubería) a los cables eléctricos de los equipos de superficie.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-44 PAD-G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;2024;SEP;5;JUEVES;3:00 AM;MADRUGADA;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - WELL PAD AGRG 040;ÁREA DE EQUIPOS DE SUPERFICIE; 748.279,87 ; 1.416.546,67 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;CABLES;108;PIES (FT.); $7.504,22 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);INCIDENTE 37;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Colocar luminarias en las áreas sensibles. 
Colocar la barrera de protección perimetral en la plataforma.
Arreglar la malla donde está el corte en la barrera perimetral (Equipos de superficie)
Encamisar los cables eléctricos Variador-transformador reductor que se van a colocar.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;2024;SEP;5;JUEVES;7:00 AM;MAÑANA;ZOCE;B57 - SHS;NORTE;B57 - SHS - WELL PAD SHSB 135;ÁREA DE EQUIPOS DE SUPERFICIE; 984.761,77 ; 9.985.556,00 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN DE ACTIVOS;CABLES;3,28;PIES (FT.); $34.627,86 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);INCIDENTE 38;SI;;ABIERTO;;NO;NO;NO;SI;NO;NO;SI;SI;"Colocar luminarias en las áreas sensibles.
Completar la malla de barrera de protección perimetral de la plataforma
Arreglar la malla donde está el corte en la barrera perimetral (Equipos de superficie)
Recuperar el cable eléctrico tramo cabezal-caja de revisión de los pozos SHS-135 Y SHS-150";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-46 BODG MTL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;2024;SEP;16;LUNES;3:00 AM;MADRUGADA;ZOCE;B57 - SHS;NORTE;B57 - SHS - SHSAA-204;ÁREA DE EQUIPOS DE SUPERFICIE; 983.557,58 ; 9.982.906,14 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;CABLES;196;PIES (FT.); $8.508,66 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);INCIDENTE 39;NO;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Instalación de una cámara de video seguridad.
Colocar luminarias en las áreas sensibles.
Completar la malla de barrera de protección perimetral de la plataforma.
Arreglar la malla rota en el área de los equipos de superficie.
Colocar refuerzo a los cables eléctricos de los equipos de superficie.
Recuperar los equipos de superficie que están fuera de servicio.
Colocar candados en las puertas";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-47 PAD-F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;2024;SEP;16;LUNES;8:00 AM;MAÑANA;ZOCE;B57 - SHS;SUR;B57 - SHS - WELL PAD SHSA 02;ÁREA DE QUÍMICOS; 748.279,88 ; 1.416.546,68 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN DE ACTIVOS;BOMBAS DE QUÍMICOS;2;EA; $3.386,97 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);INCIDENTE 40;NO;;ABIERTO;;NO;NO;NO;SI;SI;NO;SI;SI;"Instalación de una cámara de video seguridad en la plataforma.
Colocar malla electro soldada en el espacio que hay entre la cubierta y las paredes laterales de la caseta
Arreglar la malla donde está el corte en la barrera perimetral de la plataforma
Colocar refuerzo en los variadores de los equipos de superficie.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-48 PAD-F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;2024;SEP;23;LUNES;4:00 AM;MADRUGADA;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - WELL PAD AGRG 05D;ÁREA DE EQUIPOS DE SUPERFICIE; 748.279,88 ; 1.416.546,68 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;CABLES;75,45;PIES (FT.); $18.652,74 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);INCIDENTE 41;NO;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Instalación de una cámara de video seguridad.
Colocar luminarias en las áreas sensibles.
Colocar la barrera de protección perimetral de la plataforma
Arreglar la malla donde está el corte en la barrera perimetral del área de los equipos de superficie.
Colocar refuerzo a los cables eléctricos de los equipos de superficie.
Colocar refuerzo a los variadores de la locación.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-49 PAD-E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;2024;SEP;27;VIERNES;9:00 PM;NOCHE;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - WELL PAD AGRA 03D;ÁREA DE QUÍMICOS; 983.925,14 ; 9.991.501,30 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN DE ACTIVOS;BOMBAS DE QUÍMICOS;2;EA; $3.386,97 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;NO;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Instalación de una cámara de video seguridad en la plataforma.
Colocar malla electro soldada en el espacio que hay entre la cubierta y las paredes laterales de la caseta
Arreglar la malla donde está el corte en la barrera perimetral de la plataforma
Colocar refuerzo en los variadores de los equipos de superficie.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-50 PAD-G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;2024;OCT;8;MARTES;9:00 AM;NOCHE;ZOCE;B57 - SHS;SUR;B57 - SHS - WELL PAD SHSA 02;ÁREA DE EQUIPOS DE SUPERFICIE; 985.353,39 ; 9.972.692,39 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;CABLES;;;;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;NO;;ABIERTO;;NO;NO;NO;SI;SI;NO;SI;SI;Pendiente el informe por parte del área usuaria.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-51 PAD-G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;2024;OCT;26;SABADO;1:00 PM;TARDE;ZOCE;B57 - SHS;NORTE;B57 - SHS - SHS 87;TANQUE DE  ALMACENAMIENTO DE COMBUSTIBLE; 985.135,75 ; 9.983.267,33 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;DIÉSEL;8828;GALONES (GLS.); $22.070,22 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;MANTENIMIENTO (MNT);INCIDENTE 43;NO;;ABIERTO;;N0;NO;NO;NO;NO;NO;SI;SI;"Colocar malla electrosoldada en el espacio existente del tanque de abastecimiento de combustible a los generadores. 
Colocación de refuerzos (mecanismos de seguridad) en las válvulas de carga y descarga del tanque.
Colocar iluminación protectiva en beneficio del tanque.
Los bienes y materiales que son altamente apetecibles por la delincuencia; siempre deberán ser colocados en las locaciones que tengan un puesto de vigilancia.  
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-52 PAD-J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;2024;NOV;13;MIERCOLES;9:00 PM;NOCHE;ZOCE;B57 - SHS;AGUARICO;B57 - SHS - WELL PAD SHSS;ÁREA DE LOS CABEZALES; 986.622,56 ; 9.987.792,82 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;CABLES;;;;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;NO;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;Pendiente el informe por parte del área usuaria.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-54 PAD-H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;2024;NOV;29;VIERNES;12:00 PM;TARDE;ZOCE;B57 - SHS;CENTRO;B57 - SHS - ESTACION CENTRAL SHS;FACILIDADES TURBINAS; 984.025,65 ; 9.978.690,29 ; DELINCUENCIA COMUN ; HURTO ;PÉRDIDA ECONÓMICA;CABLES;164;PIES (FT.); $8.429,60 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;MANTENIMIENTO (MNT);;SI;;ABIERTO;;NO;NO;NO;SI;SI;NO;SI;SI;"Incrementar la colocación de luminarias en las áreas sensibles. (Internas y externas)
Colocar candados en las puertas del área de los equipos de superficie.
Recuperar cables que están fuera de servicio
Colocar refuerzos en cables expuestos";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-55 PAD-H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;2024;DIC;5;MIERCOLES;12:00 PM;MAÑANA;ZOCE;B57 - SHS;SHUSHUFINDI;B57-SHS-PROYECTO;DDV;" 00°11’09.28""S ";" 76°42'13.3""W "; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CRUDO;;;;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;SI;;ABIERTO;;SI;NO;NO;NO;NO;NO;SI;N/A;Pendiente el informe por parte del área usuaria.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-60 PAD-H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;2024;DIC;9;LUNES;5:00 AM;MADRUGADA;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - WELL PAD SHS 73;ÁREA DE EQUIPOS DE SUPERFICIE; 984.091,59 ; 9.976.184,01 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;ACTIVOS VARIOS;20;METROS (M.);;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;NO;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;N/A;Pendiente el informe por parte del área usuaria.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - LGA-64 PAD-J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;2024;DIC;12;JUEVES;2:00 AM;MADRUGADA;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - WELL PAD AGRG 044;ÁREA DE EQUIPOS DE SUPERFICIE; 985.979,80 ; 9.992.028,85 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;183,72;PIES (FT.); $5.649,39 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Incrementar la colocación de luminarias en las áreas sensibles. (Internas y externas)
Colocar candados en las puertas del área de los equipos de superficie.
Colocar refuerzos en cables expuestos";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;2024;DIC;21;SABADO;12:00 AM;MADRUGADA;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - WELL PAD AGRG 05D;ÁREA DE EQUIPOS DE SUPERFICIE; 985.979,80 ; 9.992.028,85 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;;;;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;Pendiente el informe por parte del área usuaria.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;2025;ENE;4;SABADO;3:00 AM;MADRUGADA;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - WELL PAD AGRG 05D;ÁREA DE EQUIPOS DE SUPERFICIE; 985.979,80 ; 9.992.028,85 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;26,25;PIES (FT.); $3.653,35 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);INCIDENTE 01;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Colocar luminarias en las áreas sensibles. 
Colocar la barrera de protección perimetral en la plataforma.
Arreglar la malla donde está el corte, en la barrera perimetral de los equipos de superficie.
Asegurar los cables (refuerzo) en el tramo Variador-transformador reductor (SDT) del pozo AGR-05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;2025;ENE;8;JUEVES;11:00 PM;NOCHE;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - SHS 66;AREA DE EQUIPOS DE SUPERFICIE; 985.563,02 ; 9.983.850,05 ; DELINCUENCIA COMUN ; ROBO ;PÉRDIDA ECONÓMICA;CABLES;16,4;PIES (FT.); $35.521,73 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Colocar luminarias en las áreas sensibles. 
Colocar la barrera de protección perimetral en la plataforma.
Asegurar los cables (refuerzo) en el tramo Variador-transformador reductor (SDT) del pozo AGR-05";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;2025;ENE;9;JUEVES;7:00 PM;NOCHE;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - WELL PAD SHSAA-204;AREA DE EQUIPOS DE SUPERFICIE; 748.279,88 ; 1.416.546,68 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN DE ACTIVOS;ACTIVOS VARIOS;1;EA; $35.167,00 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Incrementar la colocación de luminarias en las áreas sensibles. (Internas y externas)
Colocar candados en las puertas del área de los equipos de superficie.
Colocar refuerzos en cables expuestos";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;2025;FEB;1;SABADO;9:00 AM;MAÑANA;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - WELL PAD AGRA 03D;AREA DE QUÍMICOS; 314.981,50 ; 9.997.284,98 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN DE ACTIVOS;BOMBAS DE QUÍMICOS;5;EA; $10.533,92 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;NO;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Incrementar luminarias en las áreas sensibles. 
Realizar el completamiento de la barrera de proteccción perimetral en la plataforma.
Arreglar la malla donde está el corte, frente al área de los químicos.
Mejorar el refuerzo para contrarrestar el robo.
Colocar candados en las puertas de la caseta del área de químicos. 
Asegurar o colocar un refuerzo a la caja de los breakers.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-06 PAD-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;2025;FEB;3;LUNES;3:00 AM;MAÑANA;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - WELL PAD AGRA 03D;AREA DE QUÍMICOS; 983.973,48 ; 9.991.504,70 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN DE ACTIVOS;BOMBAS DE QUÍMICOS;;;;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;NO;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;Pendiente el informe por parte del área usuaria.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-07 PAD-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;2025;FEB;3;LUNES;2:00 PM;TARDE;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - WELL PAD SHSC-053;AREA DE QUÍMICOS; 983.467,36 ; 9.986.687,80 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN DE ACTIVOS;BOMBAS DE QUÍMICOS;3;EA; $3.901,50 ;IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;NO;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Incrementar luminarias en las áreas sensibles. 
Realizar el completamiento de la barrera de proteccción perimetral en la plataforma.
Arreglar la malla donde está el corte, frente al área de los químicos.
Mejorar el refuerzo para contrarrestar el robo.
Colocar candados en las puertas de la caseta del área de químicos. 
Asegurar o colocar un refuerzo a la caja de los breakers.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-08 PAD-C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;2025;FEB;10;LUNES;11:00 AM;MAÑANA;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - WELL PAD AGRC 17D;AREA DE EQUIPOS DE SUPERFICIE; 748.279,88 ; 1.416.546,68 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN DE ACTIVOS;ACTIVOS VARIOS;65;PIES (FT.); $1.998,75 ;IMPIDE PARCIALMENTE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Instalación de una cámara de video seguridad en la plataforma.
Colocar luminarias en áreas sensibles.
Colocar una puerta en la entrada a la platafroma.
Colocar candados en las puertas de los equipos de superficie.
Arreglar o cambiar las luminarias del área de químicos.
Colocar refuerzos en los cables de los equipos de superficie.
Realizar corte de maleza periódica de la barrera perimetral.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-09 PAD-H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;2025;FEB;17;LUNES;7:00 AM;MAÑANA;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - ESTACION SUR RYA;AREA DE EQUIPOS DE SUPERFICIE; 984.106,94 ; 9.972.488,61 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN DE ACTIVOS;CABLES;;;;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;SI;;ABIERTO;;NO;NO;NO;SI;SI;NO;SI;SI;Pendiente el informe por parte del área usuaria.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;2025;FEB;27;JUEVES;10:00 AM;MAÑANA;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - ESTACION SUR GENERACIÓN;TANQUE DE  ALMACENAMIENTO DE COMBUSTIBLE; 984.025,68 ; 9.972.605,79 ; DELINCUENCIA COMUN ; HURTO ;PÉRDIDA ECONÓMICA;DIÉSEL;92439;GALONES (GLS.); $        22,587,86 ;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;MANTENIMIENTO (MNT);;SI;;ABIERTO;;NO;NO;NO;SI;SI;NO;SI;SI;"Colocar malla electrosoldada en el espacio existente del tanque de abastecimiento de combustible a los generadores. 
Colocación de refuerzos (mecanismos de seguridad) en las válvulas de carga y descarga del tanque.
Colocar iluminación protectiva en beneficio del tanque.
Los bienes y materiales que son altamente apetecibles por la delincuencia; siempre deberán ser colocados en las locaciones que tengan un puesto de vigilancia.  
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;2025;MAR;2;DOMINGO;7:00 AM;MAÑANA;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - CNZ 01;TANQUE DE  ALMACENAMIENTO DE COMBUSTIBLE; 748.279,88 ; 1.416.546,68 ; DELINCUENCIA COMUN ; HURTO ;PÉRDIDA ECONÓMICA;DIÉSEL;1060;GALONES (GLS.);;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;MANTENIMIENTO (MNT);;SI;;ABIERTO;;NO;NO;NO;NO;NO;NO;SI;SI;"Colocar malla electrosoldada en el espacio existente del tanque de abastecimiento de combustible a los generadores. 
Colocación de refuerzos (mecanismos de seguridad) en las válvulas de carga y descarga del tanque.
Colocar iluminación protectiva en beneficio del tanque.
Los bienes y materiales que son altamente apetecibles por la delincuencia; siempre deberán ser colocados en las locaciones que tengan un puesto de vigilancia.  
";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;2025;MAR;13;JUEVES;8:00 PM;NOCHE;ZOCE;B57 - SHS;SHUSHUFINDI;B57 - SHS - ESTACION SUROESTE;TANQUE DE  ALMACENAMIENTO DE CONDENSADO (TA); 983.408,26 ; 9.969.274,87 ; DELINCUENCIA COMUN ; ROBO ;AFECTACIÓN A LA OPERACIÓN;GASOLINA;;;;NO IMPIDE EL CUMPLIMIENTO DE LA ACTIVIDAD;OPERACIONES (OPR);;NO;;ABIERTO;;NO;SI;NO;SI;SI;N/A;SI;SI;Pendiente el informe por parte del área usuaria.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B56 - LGA - PRH-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
